birthdate	job	ssn	username	registration	name	address	blood_group	company	user_id	mail	current_location	station_ID
1916-10-08	Contatólogo	79358460148	wferreira	01/30/2019, 00:00:00	Henry Fogaça	"Jardim Duarte, 28
Santo André
40862-553 Aragão Alegre / MT"	A-	Oliveira da Luz S/A	1758	cvargas@hotmail.com	(Decimal('2.8874065'), Decimal('86.938806'))	790
		641-63-0337	nsuzuki	05/21/2023, 00:00:00	前田 春香	香川県長生郡白子町手岡26丁目22番7号 パレス湯宮864	O-	合同会社加藤通信	1322	csasaki@gmail.com	(Decimal('-64.0314855'), Decimal('-66.883402'))	492
	Presidente da República	76451829382	mda-conceicao	12/30/2022, 00:00:00	Luísa Cassiano	"Quadra Lucca da Cunha, 43
Centro
10093601 Cassiano Paulista / PI"	A+	Mendonça Ltda.	1374	xmoura@yahoo.com.br	(Decimal('-11.9813725'), Decimal('162.791074'))	682
		242-42-0422	kobayashichiyo	2023/11/08	佐藤 晃	宮城県杉並区鶴ヶ丘7丁目14番15号 千塚アーバン222	AB+	合同会社松田銀行	1610	watanaberei@hotmail.com	(Decimal('34.047852'), Decimal('67.933019'))	620
2016-07-12		096-58-4471	atsushi65	2023/01/09	井上 充	千葉県御蔵島村南赤田14丁目20番16号 東和町パーク189	A+	後藤食品有限会社	542	yoichi24@gmail.com	(Decimal('31.378837'), Decimal('20.351484'))	94
1976-03-13	Músico	15920846720	mathias24	2019-04-09	Luiz Felipe Aparecida		B+	Martins	378	kamilly26@yahoo.com.br	(Decimal('-23.1733855'), Decimal('152.168930'))	861
1999-01-29		795-26-6035	yamazakinaoki	25 Dec 2020	伊藤 くみ子	山梨県文京区上高野27丁目19番16号 二つ室パーク930	A+	有限会社村上情報	1458	satomi59@gmail.com	(Decimal('31.647622'), Decimal('106.652702'))	777
		362-71-1678	kimberly60	03/07/2021, 00:00:00	Brian Walter	"69181 Little Viaduct
Wangborough, MA 74648"	AB-	Ellis-Kelley	1267	chelsea03@yahoo.com	(Decimal('15.1154025'), Decimal('83.263533'))	833
1921-11-11		691-26-6614	wagnerdavid	2019-09-23	Christopher Anderson		A-	Abbott Ltd	1274	nschneider@yahoo.com		831
		733-70-3276	dneureuther	2022-04-27	Prof. Cetin Förster	"Weinhagering 9259
85894 Mainburg"	AB-	Kramer e.G.	1459	connywohlgemut@aol.de	(Decimal('41.448755'), Decimal('10.512182'))	646
		56813270435	onovais	2018-12-08	Caio Machado		A+	Rocha	342	hadassa85@ig.com.br	(Decimal('0.8778875'), Decimal('153.677830'))	827
	アーティスト	660-37-0874	nanami21	16 Jul 2022	坂本 聡太郎	宮崎県府中市方京32丁目17番19号 コート東神田312	B+	株式会社岡田運輸	944	dnishimura@yahoo.com	(Decimal('65.909710'), Decimal('11.362905'))	91
		747-01-7473	patbergmiodrag	09 Nov 2020	Insa Lehmann	"Pruschkeplatz 89/83
33913 Sulzbach-Rosenberg"	A-	Birnbaum	1146	cynthiarohleder@web.de	(Decimal('-17.815128'), Decimal('84.584344'))	263
1910-05-01		38719456093	marcelorocha	2020/10/15	Kamilly Sá	"Estação da Mata
Monte Azul
07890-554 da Mata Paulista / GO"	O+	Nunes	259	wmoraes@hotmail.com	(Decimal('64.917776'), Decimal('108.335706'))	363
		148-28-8680	martinjeremy	03/24/2021, 00:00:00	Diana Martinez	"2648 Wendy Road
Benjaminburgh, VA 27759"	B+	Shields, Powers and Berg	1202	zhenry@yahoo.com	(Decimal('38.871848'), Decimal('71.580758'))	160
1948-04-28		964-08-8012	jbohnbach	07/17/2023, 00:00:00	Dr. Linus Atzler B.Eng.	"Thaddäus-Wernecke-Straße 1/8
72516 Osterburg"	A+	Hiller	957	heringrudolf@aol.de	(Decimal('-64.2159585'), Decimal('-19.274684'))	796
	Programmer, systems	795-92-5893	frankbaker	14 Aug 2019	Joel Carter	"55112 Cruz Estates Apt. 010
South Sergio, OK 36470"	AB+	Glenn Group	1543	millerjocelyn@yahoo.com	(Decimal('-42.273050'), Decimal('91.574249'))	112
1963-04-12		326-80-4784	murakamikana	2020/09/13	鈴木 京助	長野県青ヶ島村細竹30丁目7番18号	A+	渡辺電気有限会社	1717	morijun@yahoo.com	(Decimal('-87.949836'), Decimal('124.072632'))	385
		993-86-4722	waltrautkuehnert	05/10/2022, 00:00:00	Christa Tschentscher	"Marjan-Schüler-Straße 0
44891 Lörrach"	B-	Trupp GmbH & Co. OHG	880	linkegordon@yahoo.de	(Decimal('25.6613295'), Decimal('-67.323818'))	479
1946-05-22		244-11-2185	okimura	2021-07-20	木村 智也	滋賀県横浜市青葉区虎ノ門2丁目10番4号 アーバン芝浦082	B-	木村情報株式会社	1663	wwatanabe@hotmail.com	(Decimal('8.6210635'), Decimal('-65.653862'))	280
		445-71-9100	ykimura	2024-07-30	佐藤 さゆり	鳥取県中央区長間21丁目2番7号	A-	有限会社小川情報	394	chiyo19@yahoo.com	(Decimal('-73.3837825'), Decimal('155.927746'))	620
1989-05-14	Engineer, petroleum	560-35-1011	allenjeffrey	06 Jul 2019	Lisa Leon		B+	Gonzalez Group	1668	mayaudrey@hotmail.com		175
	Bäcker	649-37-9879	miodrag47	2021-12-08	Univ.Prof. Ekkehard Lachmann	"Giorgio-Peukert-Straße 305
37769 Geldern"	B-	Atzler GmbH & Co. KG	371	kranzcamilla@googlemail.com	(Decimal('-12.490738'), Decimal('28.641019'))	207
		779-61-4755	rogerclark	2023/04/12	Jeffrey Reed	"226 Griffin Brooks Apt. 228
Solisside, NM 86059"	A+	Duffy Inc	651	fostercarolyn@gmail.com	(Decimal('62.259139'), Decimal('-119.466933'))	353
1914-06-09		269-28-6160	lparrish	10/19/2021, 00:00:00	Cameron Marks	"204 King Island Suite 369
Mercadotown, NY 98322"	B-	Brown Group	1944	johnmckay@hotmail.com	(Decimal('59.8590205'), Decimal('-80.155360'))	545
1984-09-16		452-08-6556	jinoue	2022-09-30	近藤 英樹	熊本県江東区卯の里35丁目11番3号 港南アーバン962	AB+	有限会社鈴木鉱業	1346	haruka47@gmail.com	(Decimal('50.4797925'), Decimal('86.873800'))	180
1932-08-09		539-65-3302	ihoward	18 Aug 2023	Kathy Cherry	"287 Alexander Mall Suite 365
South Kylemouth, FL 09165"	B-	Saunders, Price and Mason	1714	neilvargas@gmail.com		788
1966-10-18	バスガイド	522-03-0128	lito	30 Jan 2025	山本 直樹	群馬県富里市上広谷19丁目20番15号 クレスト富久町110	AB-	前田鉱業合同会社	1287	kyamada@hotmail.com	(Decimal('49.4311595'), Decimal('-90.428225'))	583
		822-39-2175	kobayashimituru	2021-05-19	長谷川 太郎		A-	株式会社佐藤運輸	680	akirayamada@yahoo.com	(Decimal('35.0545165'), Decimal('80.518141'))	90
	Special educational needs teacher	GGLRBT67S13E987X	stefaniginese	2023/12/22	Dott. Vittoria Tremonti	"Contrada Michela, 739
28885, Piedimulera (VB)"	AB+	Trentin-Stein SPA	1220	fmercati@gmail.com	(Decimal('-33.989409'), Decimal('142.106710'))	372
1979-09-21		293-79-1143	mituru15	15 Apr 2020	山田 充	北海道横浜市港南区浅草橋12丁目7番20号 コート高田馬場274	B-	鈴木情報有限会社	281	takahashihiroshi@gmail.com	(Decimal('-36.5259425'), Decimal('-110.692391'))	609
		939-65-1101	oberger	2019/01/27	Leonid Matthäi		A+	Bloch	1526	lenereichmann@gmail.com	(Decimal('50.986987'), Decimal('79.469119'))	743
		59863140260	candrade	2019/09/13	Dr. Dom Pereira	"Viaduto Antony Cunha, 80
Marmiteiros
25998511 Mendes das Flores / PI"	B+	da Conceição Rocha Ltda.	1509	qcassiano@hotmail.com	(Decimal('68.432474'), Decimal('27.236395'))	66
		210-06-0206	jgonzalez	06/10/2022, 00:00:00	Michael Sanders	"44275 Todd Road Suite 640
Owenview, MP 12270"	O-	Miller-Tucker	920	sara66@hotmail.com	(Decimal('14.6346035'), Decimal('-17.847055'))	67
1918-10-22	裁判官	581-43-5750	naoko36	2019-09-20	吉田 舞	島根県台東区上野桜木3丁目6番1号	B-	合同会社中村建設	1015	itomomoko@gmail.com	(Decimal('-69.8213525'), Decimal('14.968416'))	392
		63410798501	ravydas-neves	26 Jul 2023	Gustavo Henrique Fernandes	"Passarela Benjamim Nunes
Betânia
00371-261 da Mata / CE"	A+	Câmara S/A	126	olivia90@uol.com.br	(Decimal('-33.8368545'), Decimal('-142.500019'))	337
1923-10-12		671-48-8168	ttakahashi	2019-12-27	福田 裕太	宮城県青梅市浅草橋5丁目9番14号 松浦町コート365	AB+	後藤運輸株式会社	820	katominoru@gmail.com	(Decimal('38.3467935'), Decimal('155.415827'))	456
		161-83-9233	malgorzata54	2022-03-31	Reginald Wulf B.A.	"Vogtstr. 7-4
23533 Rottweil"	B-	Heinz	284	salzingrid@yahoo.de	(Decimal('41.049844'), Decimal('-56.800811'))	554
		CTTVLT68H05A309H	giampaolo15	28 Mar 2025	Mauro Golino		A+	Pisacane s.r.l.	119	ngadda@yahoo.com	(Decimal('60.6688725'), Decimal('41.143409'))	813
		569-11-8457	sotaromurakami	2021-02-04	清水 洋介	山口県横浜市保土ケ谷区浅草橋21丁目24番2号 クレスト高輪564	O-	有限会社藤原通信	1319	naokotanaka@yahoo.com	(Decimal('26.698709'), Decimal('-158.528489'))	422
		ZBRRCR60P41F401D	lmalpighi	2022/03/14	Gabriella Morandi	"Strada Panzera, 870 Appartamento 4
06030, Cammoro (PG)"	A+	Molesini Group	1042	manuel43@tiscali.it	(Decimal('-9.4907165'), Decimal('125.670332'))	31
1985-03-25		803-97-4446	mario62	01/28/2021, 00:00:00	Leonie Hentschel		B-	Wieloch	992	klotzgundolf@hotmail.de	(Decimal('-62.6469685'), Decimal('-5.424334'))	452
	Police officer	RSSRKE31M21E978K	tagliafierrogianluigi	12/04/2023, 00:00:00	Sig.ra Anita Santoro	"Contrada Eliana, 66
44020, Dogato (FE)"	B+	Dossetti-Iadanza SPA	1276	wbignardi@tiscali.it	(Decimal('-5.269708'), Decimal('55.362669'))	529
1971-08-05	経営者	524-25-1127	shohei36	01 Mar 2019	伊藤 太郎	高知県新島村美原町32丁目27番19号 ハイツ猿楽町289	O-	有限会社佐藤農林	189	smiura@yahoo.com	(Decimal('11.656763'), Decimal('-125.973749'))	225
	ゲームクリエイター	533-13-2381	kazuya80	2019-06-09	山本 結衣	香川県夷隅郡御宿町羽折町14丁目1番15号	O-	藤原鉱業株式会社	1313	mikako30@gmail.com	(Decimal('24.3655385'), Decimal('-2.773986'))	703
		604-19-7837	ymelton	05/18/2021, 00:00:00	Jerry Nichols	"0748 Michael Street Apt. 408
Whiteside, AZ 44503"	A+	Golden, Hamilton and Jacobs	509	melissa58@yahoo.com	(Decimal('-48.119557'), Decimal('-23.749148'))	632
	Informatiker	016-02-5052	nermingeisel	2020/06/28	Monika Meister B.Eng.	"Christoph-Mitschke-Ring 4921
45200 Soltau"	A+	Riehl	173	kenan48@web.de	(Decimal('-88.0028935'), Decimal('139.246415'))	252
1981-08-02	Sports coach	TRBPRL17A71C556L	nittofabrizia	2022/10/06	Ansaldo Caboto	"Contrada Santoro, 398 Appartamento 8
12019, Vernante (CN)"	B+	Barillaro-Celentano s.r.l.	634	claudio58@libero.it	(Decimal('-40.4395865'), Decimal('43.427393'))	296
1995-04-15		73594620107	sophie01	2021/05/18	Bianca Cavalcante	"Núcleo Maria Ferreira, 6
Virgínia
20634786 da Cruz do Sul / MG"	O-	Moreira Ltda.	1798	costelaasafe@hotmail.com	(Decimal('71.100574'), Decimal('-130.428132'))	864
1923-03-25		216-42-1479	james54	11 Mar 2025	Wanda Gillespie	"650 Rodriguez Harbors
Lake Adamshire, WY 69422"	A+	Miller-Holmes	98	taylorangelica@yahoo.com	(Decimal('31.9813345'), Decimal('-131.163631'))	208
		190-12-0880	wparker	02 Nov 2024	Jessica Medina	"051 Keith Ford Apt. 627
Harrischester, FM 19325"	AB+	Sanford Group	165	kellerrichard@gmail.com	(Decimal('-64.7180125'), Decimal('-105.406434'))	255
1951-07-05	Speech and language therapist	MNTDNT97E51D911Y	paridemogherini	11/05/2024, 00:00:00	Lazzaro Schicchi	"Rotonda Baccio, 93
27036, Mortara (PV)"	O+	Maglio-Sforza s.r.l.	1285	lando03@outlook.com	(Decimal('-70.3135655'), Decimal('-131.506261'))	216
1977-06-15		209-72-0842	ohall	2025/04/23	Haley Gordon	"18091 Dalton Isle
Ryanfurt, VT 88654"	B-	Jordan-Brooks	397	freemanrobert@yahoo.com	(Decimal('75.2461235'), Decimal('-137.228500'))	180
1929-12-16		43825096106	silveiravinicius	23 Aug 2024	Rael Teixeira	"Esplanada Bianca da Costa, 33
União
37766-323 Macedo de Ferreira / PA"	O-	Cardoso	1358	pastoralexia@ig.com.br	(Decimal('-28.708792'), Decimal('-127.826815'))	859
1921-08-26		864-98-0030	hidekiyamamoto	01/11/2021, 00:00:00	伊藤 英樹	宮城県台東区浅草28丁目19番8号	AB+	有限会社西村情報	779	yutamurakami@yahoo.com	(Decimal('19.235747'), Decimal('92.150840'))	792
		29517804601	stephany69	24 Apr 2022	Augusto Souza	"Campo Aragão, 99
Vera Cruz
11615-421 Gomes / RO"	B+	Cavalcanti Moura S.A.	681	wcassiano@gmail.com	(Decimal('-79.779224'), Decimal('-138.733874'))	330
	Major	83974125060	davi-miguel00	20 Oct 2018	Dra. Bianca Araújo	"Setor Andrade, 763
Vila Madre Gertrudes 4ª Seção
59357378 Nunes da Mata / AC"	AB-	das Neves Casa Grande e Filhos	1813	barbosadavi-luiz@bol.com.br	(Decimal('-3.326634'), Decimal('8.588038'))	298
		056-73-1457	jeremyjohnson	11/17/2021, 00:00:00	Robert Gross		AB-	Brown, Fernandez and Warren	878	briannajacobson@gmail.com	(Decimal('-0.5889755'), Decimal('-152.276535'))	524
1943-12-15	Environmental manager	BBTMRC93C65A020L	isa62	2018/12/04	Rosina Branciforte		O+	Combi-Errigo s.r.l.	465	sebastianofagiani@virgilio.it	(Decimal('-1.157257'), Decimal('129.134857'))	525
2018-08-08		32654908747	msiqueira	03/06/2021, 00:00:00	Maria Cecília Gonçalves	"Fazenda de Almeida
Granja Werneck
31588533 Cavalcanti / MT"	O+	Moura	662	oliveiraelisa@yahoo.com.br	(Decimal('-42.589258'), Decimal('-168.978108'))	781
1909-10-24		MLNFMM13S10D765K	giustifabia	2020-09-12	Gionata Platini	"Piazza Manunta, 34 Piano 0
90133, Palermo (PA)"	A+	Cicilia s.r.l.	997	turchilara@libero.it	(Decimal('72.1813605'), Decimal('34.683807'))	669
2004-12-08		010-60-7670	tomoyasuzuki	2022/09/25	加藤 香織		AB-	合同会社藤原情報	1162	sasakiyoko@gmail.com	(Decimal('-45.8639845'), Decimal('-69.319187'))	240
1961-06-24		TMSMRN26H52L596B	esibilia	14 Feb 2021	Costanzo Travia	"Rotonda Paganini, 4 Appartamento 33
34011, Sistiana (TS)"	O-	Comeriato-Grimani s.r.l.	1801	ruggierograssi@tiscali.it	(Decimal('-25.9785555'), Decimal('55.129360'))	581
1951-11-04	エステティシャン	267-23-9690	mfukuda	2022/07/30	木村 春香	鹿児島県印西市西神田10丁目16番15号 シャルム前弥六590	B+	高橋電気株式会社	1019	asuka60@gmail.com	(Decimal('5.2521595'), Decimal('-105.004745'))	612
	花火師	272-42-2156	nfujii	03/09/2024, 00:00:00	吉田 洋介	静岡県板橋区鶴ヶ丘35丁目15番7号 港南ハイツ713	A-	株式会社中村通信	2013	minoru80@yahoo.com	(Decimal('18.7975055'), Decimal('14.797132'))	641
1964-09-05		389-14-3147	kenneth53	2021-10-23	Lance Santana	"735 Navarro Pass Apt. 039
Danielshire, ME 05114"	B+	Bruce-Collins	1915	watsonrobin@yahoo.com	(Decimal('-85.860173'), Decimal('-72.190104'))	128
		648-67-1494	xmartinez	2023-02-10	Joseph Nichols	"68278 Townsend Underpass Suite 426
North Trevorport, WY 69992"	A-	Black, Byrd and Ford	1012	devon32@hotmail.com	(Decimal('34.572661'), Decimal('-160.550012'))	736
		266-39-1910	asukaishikawa	31 Jul 2023	鈴木 さゆり	広島県山武郡芝山町隼町16丁目19番12号 油井パーク545	O+	藤田保険合同会社	1887	nanamiokada@yahoo.com	(Decimal('60.503694'), Decimal('-47.327969'))	63
1972-07-31		31746250925	flopes	2024/03/30	Emilly Vieira	"Rodovia de Barbosa, 96
Renascença
75885108 Marques do Norte / SP"	AB+	Barros	226	pachecopietro@bol.com.br	(Decimal('75.8959685'), Decimal('30.376660'))	266
		23547860938	upacheco	2023/04/03	Lucca Campos	"Setor Pastor, 90
Pindorama
48518809 das Neves / RN"	B-	Melo - EI	1880	unovaes@yahoo.com.br	(Decimal('4.219476'), Decimal('46.818207'))	309
1956-07-12		58946071320	luaranascimento	02 May 2022	Matheus Duarte	"Passarela Isadora Gonçalves, 474
Vista Do Sol
67968-654 das Neves de Castro / PA"	O-	Barros	569	pastormaria-sophia@yahoo.com.br	(Decimal('-17.3801965'), Decimal('-13.657543'))	79
1918-12-25		82953064729	laismartins	01/23/2019, 00:00:00	Hellena Câmara	"Ladeira Peixoto, 1
Granja Werneck
79019-240 Araújo / PB"	O-	Brito	31	azevedoemanuella@bol.com.br	(Decimal('-61.250081'), Decimal('29.932071'))	160
	Contracting civil engineer	441-09-0673	joshua30	2021/10/28	Christopher Mills	"5186 Chavez Oval
Hallmouth, NJ 82188"	AB+	Luna-Walker	84	randy80@gmail.com	(Decimal('-5.418528'), Decimal('167.402935'))	793
1994-06-19		388-92-6510	kingashley	02/02/2021, 00:00:00	Rebecca Richards	"241 Kathryn Port
Lake Carolyn, DE 08365"	A+	Moore Group	1203	westcarolyn@yahoo.com		493
		906-99-9175	hwagner	2024/09/11	Harald Ehlert-Pechel	"Hettnergasse 43-10
28529 Böblingen"	O+	Dörr Holt AG	1154	grein-grothhansjuergen@gmx.de	(Decimal('-10.806346'), Decimal('36.588000'))	189
2023-03-13		93854106793	vieiraluiz-miguel	01 Sep 2024	Evelyn Moura	"Esplanada de Novaes, 3
Vila Formosa
94179-198 Mendes do Oeste / AP"	O+	Novais Ltda.	1403	das-nevesmatteo@hotmail.com	(Decimal('45.243606'), Decimal('112.311319'))	494
1978-03-15		160-08-3650	watsonmaria	2021-08-11	Thomas Sanchez	"93617 Peterson Pike
Sarahbury, MI 31429"	O-	Brown Inc	72	johngarcia@gmail.com	(Decimal('59.157291'), Decimal('134.606949'))	829
1950-07-06	Agente penitenciário	01876392568	alexandrecamara	04/07/2024, 00:00:00	Luiz Gustavo da Costa	"Quadra de Machado, 935
Satelite
47639-624 Rezende / AM"	O-	Correia	335	wbrito@gmail.com	(Decimal('19.9561475'), Decimal('150.058871'))	313
		87326150435	isisda-mata	06/23/2020, 00:00:00	Josué Cirino	"Feira Oliveira, 13
Vila Suzana Segunda Seção
44311809 Cardoso do Galho / SE"	O-	Aparecida	934	lizvasconcelos@hotmail.com	(Decimal('-81.300317'), Decimal('79.808375'))	166
1960-12-03		581-99-4234	naokikobayashi	2019-10-02	斎藤 直子	福島県長生郡長南町中川崎38丁目11番20号 細野コート803	A-	有限会社中村情報	1334	rika75@yahoo.com	(Decimal('-9.741845'), Decimal('10.474694'))	727
	Financial controller	688-25-2741	cgarrett	2025/09/01	Hannah West	"375 Matthews Squares
East Andrewborough, KY 00905"	O+	Sanchez-Craig	905	freese@yahoo.com	(Decimal('20.031145'), Decimal('166.305945'))	770
1991-12-21		865-82-9779	jens-uwe87	2019/01/13	Jonas Schmidt B.Eng.	"Miguel-Ziegert-Weg 17-46
13457 Vilsbiburg"	AB-	Jüttner	1993	stiebitzclaere@yahoo.de	(Decimal('10.359760'), Decimal('144.534053'))	833
		96541782300	joao-lucas71	2025-06-14	Maria Flor Pires	"Avenida de Sá, 277
Vila Havaí
82532-641 Mendes / PB"	O+	Borges	1073	mbarbosa@hotmail.com	(Decimal('-74.727498'), Decimal('-11.093246'))	127
1953-12-25		866-61-4656	fujitarika	19 Sep 2024	渡辺 稔	群馬県夷隅郡大多喜町東神田9丁目1番16号 大中シャルム218	AB-	合同会社佐藤印刷	606	chiyokobayashi@yahoo.com	(Decimal('-34.6388435'), Decimal('-175.878318'))	108
1984-04-07		858-92-8345	hgoto	25 Jul 2025	佐藤 裕美子	栃木県西多摩郡奥多摩町中三依42丁目3番15号 千束コート549	A+	有限会社中村食品	120	xmaeda@gmail.com	(Decimal('-79.743030'), Decimal('-12.299717'))	367
2017-07-24		21873564937	mpires	21 Oct 2023	Davi Lucas Porto	"Aeroporto de Alves, 5
Coração De Jesus
74237296 Souza de Fogaça / MS"	AB+	Moura	1592	dom58@hotmail.com	(Decimal('-51.733190'), Decimal('-59.718812'))	328
		027-80-1534	christopher52	01/10/2025, 00:00:00	Marco Armstrong	"54946 Brady Inlet Apt. 730
Port Evan, LA 30054"	B-	Williams LLC	792	huffbilly@gmail.com		293
	Gaffer	BLDCSN43P21C244E	bfaggiani	10/14/2022, 00:00:00	Bianca Soderini	"Strada Comolli, 1
09043, Muravera (CA)"	AB+	Baracca SPA	1226	tlombroso@hotmail.com	(Decimal('-74.5951175'), Decimal('-79.558355'))	328
1990-02-09		679-57-4677	akirahayashi	2020-02-26	井上 英樹	兵庫県八街市東上野41丁目25番7号 東上野シャルム161	B-	中村建設有限会社	1512	dshimizu@yahoo.com	(Decimal('-37.6678435'), Decimal('-77.454146'))	508
	Preparador de máquinas	97832054123	gsousa	01/12/2019, 00:00:00	Sr. Vinícius Pires	"Residencial de Marques
Vila Atila De Paiva
18831538 Cunha / SE"	AB-	Nascimento	1483	fariasgabriela@bol.com.br	(Decimal('55.401150'), Decimal('-59.685084'))	700
		RMNNNT96T07G158Y	paride85	2019/02/26	Ciro Bajardi	"Viale Callegaro, 743 Appartamento 3
44039, Tresigallo (FE)"	AB+	Porzio-Zecchini Group	479	mberre@tim.it	(Decimal('6.953558'), Decimal('98.144491'))	481
		MNDCSN88P64F066H	nannicremonesi	10 Aug 2019	Domenico Scotto	"Viale Loredan, 4 Piano 3
95041, Caltagirone (CT)"	AB-	Argurio-Rizzoli Group	1166	giorgiotomasini@outlook.com	(Decimal('-24.360851'), Decimal('178.822835'))	23
1964-06-03		620-03-0203	barbara87	2020/08/28	Jerry Manning	"96876 Johnson Field
Millerland, ND 45092"	A-	Roberts-Winters	1402	richmondthomas@hotmail.com	(Decimal('-75.600330'), Decimal('132.679075'))	249
		BRNCTN63M28B427W	cmalipiero	29 Oct 2024	Priscilla Tomasini	"Rotonda Guido, 46
44042, Penzale (FE)"	B-	Gaito e figli	1498	palmisanocipriano@outlook.com	(Decimal('-49.046559'), Decimal('-96.332705'))	357
1956-10-29		740-05-8946	orudolph	2019/09/09	Elisabet Roht-Mosemann	"Mechthild-Hiller-Gasse 43/88
25313 Hohenmölsen"	A-	Becker Thanel KG	808	ekensy@gmx.de	(Decimal('-39.3541225'), Decimal('-130.533191'))	74
	Mechaniker	789-03-7166	schachtrolf-peter	2021-05-04	Monja Hamann B.Eng.	"H.-Dieter-Gnatz-Allee 3914
87302 Stade"	AB-	Ullmann GmbH & Co. KG	665	uwe12@web.de	(Decimal('-86.7488385'), Decimal('-28.284976'))	658
1980-07-23		SRCNTN60R03D946R	mscarlatti	2021/09/06	Dott. Tonino Marconi	"Vicolo Bernardini, 510 Piano 6
38087, Breguzzo (TN)"	B-	Speri Group	1157	orazio89@libero.it	(Decimal('-74.2882005'), Decimal('-25.296081'))	547
		76815942309	irodrigues	2022/10/19	Srta. Clara Pereira		B-	Rodrigues Teixeira - ME	169	manuellacastro@uol.com.br	(Decimal('16.526879'), Decimal('26.187219'))	136
1996-03-03	ウェディングプランナー	836-36-3779	hideki20	08 Oct 2023	渡辺 桃子	宮城県長生郡長柄町天神島16丁目3番20号 シティ土呂部460	B-	株式会社森印刷	802	naoto21@gmail.com	(Decimal('-43.156931'), Decimal('3.244228'))	533
		STNGFR38C62C205I	mlombroso	2022/04/17	Marta Pirelli	"Contrada Cesare, 4 Piano 7
25013, Carpenedolo (BS)"	O+	Randazzo s.r.l.	980	imattarella@outlook.com	(Decimal('-46.894008'), Decimal('-54.674902'))	668
